transaction_id,timestamp,store_id,product_id,product_name,category,quantity,unit_price,payment_type,customer_id,inventory_on_hand
T01236,2024-02-21 11:00:00,Store_5,P022,Product_P031,Stationery,1,1517.07,Cash,C1822,85
T01237,2024-02-21 12:00:00,Store_1,P035,Product_P028,Clothing,3,1495.81,UPI,C1551,175
T01238,2024-02-21 13:00:00,Store_1,P030,Product_P007,Groceries,2,128.12,Cash,C1460,12
T01239,2024-02-21 14:00:00,Store_1,P029,Product_P030,Home,3,1368.68,Cash,C1608,44
T01240,2024-02-21 15:00:00,Store_1,P022,Product_P043,Stationery,1,1299.7,Cash,C1223,192
T01241,2024-02-21 16:00:00,Store_1,P011,Product_P007,Clothing,1,1929.37,Cash,C1091,56
T01242,2024-02-21 17:00:00,Store_5,P020,Product_P036,Home,3,1934.91,Cash,C1279,170
T01243,2024-02-21 18:00:00,Store_3,P029,Product_P029,Home,2,786.71,Wallet,C1169,102
T01244,2024-02-21 19:00:00,Store_2,P041,Product_P024,Stationery,1,1200.19,Cash,C1795,140
T01245,2024-02-21 20:00:00,Store_1,P042,Product_P039,Clothing,3,325.65,Wallet,C1733,68
T01246,2024-02-21 21:00:00,Store_3,P034,Product_P004,Groceries,4,179.59,UPI,C1628,105
T01247,2024-02-21 22:00:00,Store_3,P001,Product_P029,Stationery,3,893.92,Wallet,C1247,27
T01248,2024-02-21 23:00:00,Store_2,P031,Product_P044,Home,3,1395.27,Wallet,C1360,135
T01249,2024-02-22 00:00:00,Store_5,P030,Product_P005,Home,2,1157.13,Cash,C1348,86
T01250,2024-02-22 01:00:00,Store_4,P048,Product_P029,Electronics,3,887.83,UPI,C1865,75
T01251,2024-02-22 02:00:00,Store_4,P018,Product_P030,Clothing,4,1645.32,UPI,C1434,162
T01252,2024-02-22 03:00:00,Store_3,P017,Product_P029,Electronics,3,1599.13,UPI,C1405,29
T01253,2024-02-22 04:00:00,Store_2,P038,Product_P026,Groceries,4,1477.29,Card,C1600,166
T01254,2024-02-22 05:00:00,Store_4,P014,Product_P019,Stationery,1,200.21,Wallet,C1077,27
T01255,2024-02-22 06:00:00,Store_3,P023,Product_P026,Home,3,1603.12,Cash,C1457,81
T01256,2024-02-22 07:00:00,Store_5,P025,Product_P037,Clothing,2,1842.87,Card,C1585,164
T01257,2024-02-22 08:00:00,Store_4,P015,Product_P027,Home,3,165.91,Cash,C1391,131
T01258,2024-02-22 09:00:00,Store_3,P046,Product_P030,Electronics,4,833.26,Card,C1013,179
T01259,2024-02-22 10:00:00,Store_3,P022,Product_P030,Electronics,4,1977.29,UPI,C1044,75
T01260,2024-02-22 11:00:00,Store_1,P003,Product_P003,Stationery,2,1218.52,Card,C1037,108
T01261,2024-02-22 12:00:00,Store_5,P019,Product_P043,Clothing,4,1051.48,UPI,C1415,35
T01262,2024-02-22 13:00:00,Store_1,P044,Product_P007,Clothing,3,396.02,Card,C1244,160
T01263,2024-02-22 14:00:00,Store_2,P034,Product_P049,Stationery,4,1152.7,Cash,C1061,14
T01264,2024-02-22 15:00:00,Store_1,P035,Product_P009,Electronics,3,906.13,Cash,C1492,89
T01265,2024-02-22 16:00:00,Store_1,P050,Product_P041,Electronics,3,298.51,Card,C1607,115
T01266,2024-02-22 17:00:00,Store_4,P001,Product_P042,Electronics,4,955.45,Wallet,C1322,20
T01267,2024-02-22 18:00:00,Store_3,P021,Product_P013,Home,2,370.58,Wallet,C1251,156
T01268,2024-02-22 19:00:00,Store_5,P029,Product_P015,Groceries,1,1474.79,Card,C1467,149
T01269,2024-02-22 20:00:00,Store_1,P006,Product_P005,Electronics,2,1948.61,Wallet,C1060,139
T01270,2024-02-22 21:00:00,Store_5,P037,Product_P029,Groceries,1,965.68,Cash,C1780,180
T01271,2024-02-22 22:00:00,Store_1,P001,Product_P035,Groceries,2,1283.12,Wallet,C1118,159
T01272,2024-02-22 23:00:00,Store_2,P001,Product_P027,Clothing,3,890.4,Card,C1086,163
T01273,2024-02-23 00:00:00,Store_1,P027,Product_P027,Stationery,3,319.99,Wallet,C1594,42
T01274,2024-02-23 01:00:00,Store_4,P021,Product_P008,Home,4,1942.58,Card,C1079,33
T01275,2024-02-23 02:00:00,Store_3,P016,Product_P032,Groceries,1,302.68,Cash,C1227,158
T01276,2024-02-23 03:00:00,Store_2,P044,Product_P020,Home,1,267.67,UPI,C1482,55
T01277,2024-02-23 04:00:00,Store_1,P040,Product_P010,Clothing,4,945.39,Cash,C1814,27
T01278,2024-02-23 05:00:00,Store_5,P026,Product_P013,Electronics,2,1334.83,Cash,C1622,142
T01279,2024-02-23 06:00:00,Store_2,P016,Product_P029,Groceries,4,742.1,Card,C1881,17
T01280,2024-02-23 07:00:00,Store_2,P028,Product_P035,Stationery,2,425.41,Cash,C1309,94
T01281,2024-02-23 08:00:00,Store_1,P001,Product_P008,Clothing,4,1646.98,Cash,C1582,120
T01282,2024-02-23 09:00:00,Store_2,P036,Product_P029,Home,1,758.05,Wallet,C1947,66
T01283,2024-02-23 10:00:00,Store_5,P010,Product_P031,Electronics,1,428.93,Card,C1484,14
T01284,2024-02-23 11:00:00,Store_2,P043,Product_P041,Home,2,761.92,Wallet,C1839,22
T01285,2024-02-23 12:00:00,Store_5,P017,Product_P030,Stationery,1,468.38,Card,C1024,92
T01286,2024-02-23 13:00:00,Store_1,P023,Product_P022,Groceries,1,1062.92,Wallet,C1790,174
T01287,2024-02-23 14:00:00,Store_3,P007,Product_P021,Stationery,1,1353.16,Wallet,C1201,99
T01288,2024-02-23 15:00:00,Store_2,P044,Product_P012,Home,1,1609.14,UPI,C1925,166
T01289,2024-02-23 16:00:00,Store_3,P007,Product_P011,Home,3,493.75,Cash,C1224,78
T01290,2024-02-23 17:00:00,Store_5,P044,Product_P002,Stationery,4,375.56,Wallet,C1778,41
T01291,2024-02-23 18:00:00,Store_2,P015,Product_P050,Stationery,4,88.23,UPI,C1509,111
T01292,2024-02-23 19:00:00,Store_4,P034,Product_P041,Stationery,3,494.77,Wallet,C1930,185
T01293,2024-02-23 20:00:00,Store_3,P046,Product_P002,Electronics,1,96.62,Wallet,C1794,139
T01294,2024-02-23 21:00:00,Store_2,P045,Product_P034,Home,4,723.67,UPI,C1628,78
T01295,2024-02-23 22:00:00,Store_3,P004,Product_P003,Clothing,4,334.1,UPI,C1578,188
T01296,2024-02-23 23:00:00,Store_2,P014,Product_P016,Electronics,4,1180.8,UPI,C1558,172
T01297,2024-02-24 00:00:00,Store_1,P014,Product_P004,Electronics,2,798.27,Cash,C1752,152
T01298,2024-02-24 01:00:00,Store_3,P016,Product_P023,Electronics,3,232.49,Cash,C1689,81
T01299,2024-02-24 02:00:00,Store_4,P007,Product_P050,Clothing,2,829.74,Wallet,C1519,120
T01300,2024-02-24 03:00:00,Store_4,P032,Product_P020,Stationery,2,458.23,Cash,C1182,74
T01301,2024-02-24 04:00:00,Store_5,P019,Product_P025,Home,3,1376.35,UPI,C1076,175
T01302,2024-02-24 05:00:00,Store_2,P002,Product_P030,Groceries,4,760.65,Card,C1425,26
T01303,2024-02-24 06:00:00,Store_3,P010,Product_P018,Groceries,2,336.71,Cash,C1066,89
T01304,2024-02-24 07:00:00,Store_5,P050,Product_P042,Home,4,731.72,UPI,C1659,182
T01305,2024-02-24 08:00:00,Store_3,P017,Product_P011,Clothing,2,487.54,UPI,C1493,138
T01306,2024-02-24 09:00:00,Store_2,P037,Product_P029,Groceries,4,1601.77,UPI,C1684,12
T01307,2024-02-24 10:00:00,Store_4,P012,Product_P017,Electronics,1,1967.57,UPI,C1546,136
T01308,2024-02-24 11:00:00,Store_1,P006,Product_P026,Groceries,1,99.71,Wallet,C1076,137
T01309,2024-02-24 12:00:00,Store_4,P022,Product_P023,Home,1,1395.54,UPI,C1915,79
T01310,2024-02-24 13:00:00,Store_5,P032,Product_P048,Electronics,3,564.72,UPI,C1791,61
T01311,2024-02-24 14:00:00,Store_1,P041,Product_P020,Groceries,1,179.5,Wallet,C1696,190
T01312,2024-02-24 15:00:00,Store_5,P020,Product_P045,Home,2,77.99,Cash,C1054,131
T01313,2024-02-24 16:00:00,Store_2,P001,Product_P002,Clothing,4,1767.97,Card,C1904,12
T01314,2024-02-24 17:00:00,Store_1,P047,Product_P024,Home,4,739.53,Wallet,C1605,103
T01315,2024-02-24 18:00:00,Store_5,P006,Product_P031,Clothing,4,1989.36,Wallet,C1472,56
T01316,2024-02-24 19:00:00,Store_2,P019,Product_P027,Electronics,4,912.64,Cash,C1655,84
T01317,2024-02-24 20:00:00,Store_4,P018,Product_P002,Home,2,415.82,Cash,C1246,100
T01318,2024-02-24 21:00:00,Store_2,P006,Product_P014,Stationery,4,1565.43,UPI,C1438,95
T01319,2024-02-24 22:00:00,Store_3,P045,Product_P004,Stationery,2,1856.66,Cash,C1711,15
T01320,2024-02-24 23:00:00,Store_2,P033,Product_P049,Stationery,2,1640.46,Card,C1747,183
T01321,2024-02-25 00:00:00,Store_2,P023,Product_P013,Stationery,4,1503.14,Wallet,C1313,104
T01322,2024-02-25 01:00:00,Store_3,P023,Product_P036,Stationery,4,702.66,Card,C1319,70
T01323,2024-02-25 02:00:00,Store_5,P026,Product_P035,Clothing,4,175.76,UPI,C1219,52
T01324,2024-02-25 03:00:00,Store_5,P013,Product_P044,Home,2,442.53,Card,C1843,65
T01325,2024-02-25 04:00:00,Store_2,P007,Product_P008,Electronics,3,921.28,UPI,C1370,123
T01326,2024-02-25 05:00:00,Store_3,P015,Product_P002,Stationery,2,1914.59,Card,C1215,157
T01327,2024-02-25 06:00:00,Store_3,P044,Product_P006,Stationery,3,1459.57,Wallet,C1048,56
T01328,2024-02-25 07:00:00,Store_4,P027,Product_P031,Electronics,4,1665.15,Card,C1796,191
T01329,2024-02-25 08:00:00,Store_5,P026,Product_P010,Electronics,2,590.72,Cash,C1462,178
T01330,2024-02-25 09:00:00,Store_1,P033,Product_P044,Stationery,4,1383.45,Card,C1117,40
T01331,2024-02-25 10:00:00,Store_5,P015,Product_P021,Clothing,3,1731.75,Wallet,C1081,111
T01332,2024-02-25 11:00:00,Store_5,P036,Product_P042,Electronics,3,984.85,UPI,C1262,73
T01333,2024-02-25 12:00:00,Store_4,P045,Product_P010,Home,2,888.29,Card,C1588,99
T01334,2024-02-25 13:00:00,Store_1,P027,Product_P023,Home,2,1452.84,Card,C1722,100
T01335,2024-02-25 14:00:00,Store_4,P005,Product_P003,Clothing,2,1141.83,Cash,C1495,195
T01336,2024-02-25 15:00:00,Store_1,P002,Product_P032,Groceries,2,1986.68,UPI,C1633,192
T01337,2024-02-25 16:00:00,Store_2,P033,Product_P020,Clothing,1,878.95,UPI,C1836,55
T01338,2024-02-25 17:00:00,Store_1,P016,Product_P010,Stationery,1,393.09,UPI,C1601,119
T01339,2024-02-25 18:00:00,Store_4,P023,Product_P029,Groceries,4,970.27,Wallet,C1769,104
T01340,2024-02-25 19:00:00,Store_5,P038,Product_P041,Stationery,3,508.65,Wallet,C1672,33
T01341,2024-02-25 20:00:00,Store_1,P016,Product_P046,Home,3,1144.44,Cash,C1175,98
T01342,2024-02-25 21:00:00,Store_1,P014,Product_P034,Electronics,4,295.3,Card,C1804,46
T01343,2024-02-25 22:00:00,Store_3,P029,Product_P037,Stationery,4,1902.45,Wallet,C1088,178
T01344,2024-02-25 23:00:00,Store_5,P026,Product_P020,Home,4,1726.65,UPI,C1638,162
T01345,2024-02-26 00:00:00,Store_2,P035,Product_P008,Clothing,1,353.35,Card,C1984,38
T01346,2024-02-26 01:00:00,Store_4,P015,Product_P007,Stationery,4,386.17,Card,C1358,168
T01347,2024-02-26 02:00:00,Store_2,P003,Product_P006,Home,3,1049.26,Card,C1285,116
T01348,2024-02-26 03:00:00,Store_5,P023,Product_P011,Electronics,4,1557.12,Cash,C1296,139
T01349,2024-02-26 04:00:00,Store_1,P029,Product_P044,Stationery,2,477.2,Wallet,C1259,149
T01350,2024-02-26 05:00:00,Store_1,P034,Product_P018,Home,3,168.89,Wallet,C1850,142
T01351,2024-02-26 06:00:00,Store_5,P033,Product_P042,Stationery,3,1113.79,Card,C1474,198
T01352,2024-02-26 07:00:00,Store_1,P041,Product_P029,Electronics,3,1398.61,Cash,C1755,100
T01353,2024-02-26 08:00:00,Store_1,P041,Product_P025,Stationery,1,526.51,Cash,C1622,65
T01354,2024-02-26 09:00:00,Store_1,P023,Product_P021,Stationery,1,1492.55,Wallet,C1934,87
T01355,2024-02-26 10:00:00,Store_4,P007,Product_P046,Home,3,1903.76,Wallet,C1535,80
T01356,2024-02-26 11:00:00,Store_4,P003,Product_P003,Groceries,2,317.3,Cash,C1561,174
T01357,2024-02-26 12:00:00,Store_3,P032,Product_P018,Stationery,3,1046.51,UPI,C1036,45
T01358,2024-02-26 13:00:00,Store_2,P031,Product_P024,Groceries,1,160.84,Cash,C1180,83
T01359,2024-02-26 14:00:00,Store_5,P018,Product_P047,Clothing,2,452.99,UPI,C1764,38
T01360,2024-02-26 15:00:00,Store_5,P043,Product_P038,Stationery,3,225.15,Wallet,C1024,89
T01361,2024-02-26 16:00:00,Store_5,P007,Product_P010,Groceries,1,837.81,Cash,C1348,175
T01362,2024-02-26 17:00:00,Store_3,P041,Product_P027,Clothing,2,1650.62,Cash,C1636,111
T01363,2024-02-26 18:00:00,Store_4,P001,Product_P012,Home,4,1175.4,Cash,C1542,178
T01364,2024-02-26 19:00:00,Store_3,P014,Product_P007,Stationery,4,484.04,Cash,C1748,42
T01365,2024-02-26 20:00:00,Store_5,P032,Product_P017,Home,3,128.22,Card,C1226,102
T01366,2024-02-26 21:00:00,Store_2,P006,Product_P001,Clothing,4,1129.13,Card,C1347,121
T01367,2024-02-26 22:00:00,Store_1,P039,Product_P050,Home,1,308.95,Wallet,C1037,132
T01368,2024-02-26 23:00:00,Store_4,P010,Product_P026,Home,2,718.33,Wallet,C1382,150
T01369,2024-02-27 00:00:00,Store_4,P007,Product_P015,Electronics,3,1044.87,Cash,C1569,143
T01370,2024-02-27 01:00:00,Store_3,P026,Product_P033,Clothing,2,1812.28,Card,C1235,17
T01371,2024-02-27 02:00:00,Store_4,P034,Product_P037,Home,2,209.56,Wallet,C1180,127
T01372,2024-02-27 03:00:00,Store_5,P030,Product_P047,Groceries,2,1353.78,UPI,C1113,18
T01373,2024-02-27 04:00:00,Store_5,P036,Product_P031,Clothing,1,77.46,Card,C1305,160
T01374,2024-02-27 05:00:00,Store_3,P021,Product_P035,Electronics,3,1278.32,Card,C1131,30
T01375,2024-02-27 06:00:00,Store_5,P017,Product_P001,Stationery,4,1125.49,Card,C1347,138
T01376,2024-02-27 07:00:00,Store_2,P033,Product_P008,Home,2,1633.14,Cash,C1179,55
T01377,2024-02-27 08:00:00,Store_3,P010,Product_P012,Groceries,2,1086.74,UPI,C1414,71
T01378,2024-02-27 09:00:00,Store_2,P047,Product_P019,Electronics,2,737.6,Cash,C1982,11
T01379,2024-02-27 10:00:00,Store_1,P042,Product_P025,Clothing,1,523.36,Wallet,C1589,113
T01380,2024-02-27 11:00:00,Store_2,P012,Product_P032,Home,4,216.24,UPI,C1731,84
T01381,2024-02-27 12:00:00,Store_1,P016,Product_P012,Electronics,2,1092.49,Cash,C1653,110
T01382,2024-02-27 13:00:00,Store_1,P041,Product_P013,Electronics,1,1782.23,Card,C1384,181
T01383,2024-02-27 14:00:00,Store_2,P032,Product_P028,Groceries,1,1053.75,UPI,C1511,97
T01384,2024-02-27 15:00:00,Store_3,P015,Product_P001,Stationery,2,1491.25,Card,C1042,137
T01385,2024-02-27 16:00:00,Store_5,P027,Product_P006,Stationery,2,631.95,Wallet,C1479,92
T01386,2024-02-27 17:00:00,Store_5,P028,Product_P008,Stationery,1,923.86,UPI,C1117,14
T01387,2024-02-27 18:00:00,Store_1,P017,Product_P004,Clothing,1,682.98,Wallet,C1570,102
T01388,2024-02-27 19:00:00,Store_1,P046,Product_P005,Electronics,2,263.07,Wallet,C1060,48
T01389,2024-02-27 20:00:00,Store_3,P050,Product_P025,Clothing,1,863.13,Wallet,C1552,137
T01390,2024-02-27 21:00:00,Store_4,P002,Product_P022,Electronics,1,1540.36,UPI,C1785,75
T01391,2024-02-27 22:00:00,Store_2,P036,Product_P028,Groceries,2,820.2,Wallet,C1187,54
T01392,2024-02-27 23:00:00,Store_1,P050,Product_P039,Groceries,2,1317.85,Cash,C1452,84
T01393,2024-02-28 00:00:00,Store_5,P007,Product_P023,Clothing,3,1529.3,Cash,C1846,110
T01394,2024-02-28 01:00:00,Store_3,P013,Product_P004,Clothing,4,679.34,Wallet,C1186,150
T01395,2024-02-28 02:00:00,Store_2,P015,Product_P004,Groceries,2,1605.15,Card,C1937,102
T01396,2024-02-28 03:00:00,Store_3,P025,Product_P047,Home,2,710.91,Wallet,C1463,128
T01397,2024-02-28 04:00:00,Store_2,P023,Product_P021,Stationery,2,549.41,Wallet,C1739,41
T01398,2024-02-28 05:00:00,Store_2,P022,Product_P037,Stationery,4,483.77,Card,C1163,118
T01399,2024-02-28 06:00:00,Store_1,P026,Product_P041,Groceries,3,439.81,UPI,C1423,52
T01400,2024-02-28 07:00:00,Store_3,P033,Product_P002,Stationery,1,1487.39,UPI,C1797,145
T01401,2024-02-28 08:00:00,Store_3,P011,Product_P007,Home,4,1780.64,Wallet,C1101,83
T01402,2024-02-28 09:00:00,Store_5,P010,Product_P049,Home,2,499.76,Cash,C1982,196
T01403,2024-02-28 10:00:00,Store_5,P025,Product_P016,Electronics,2,216.22,Cash,C1266,148
T01404,2024-02-28 11:00:00,Store_1,P037,Product_P017,Clothing,3,661.85,Cash,C1635,165
T01405,2024-02-28 12:00:00,Store_1,P048,Product_P020,Stationery,3,1332.8,Wallet,C1152,48
T01406,2024-02-28 13:00:00,Store_4,P043,Product_P023,Home,3,768.61,Cash,C1428,35
T01407,2024-02-28 14:00:00,Store_5,P038,Product_P034,Clothing,1,1120.89,Cash,C1690,81
T01408,2024-02-28 15:00:00,Store_2,P041,Product_P011,Clothing,4,1501.39,UPI,C1426,111
T01409,2024-02-28 16:00:00,Store_3,P045,Product_P034,Electronics,4,846.53,Wallet,C1577,35
T01410,2024-02-28 17:00:00,Store_1,P024,Product_P033,Clothing,3,1999.4,UPI,C1610,41
T01411,2024-02-28 18:00:00,Store_3,P040,Product_P026,Clothing,1,631.0,Card,C1942,55
T01412,2024-02-28 19:00:00,Store_3,P046,Product_P002,Groceries,4,1957.58,UPI,C1535,165
T01413,2024-02-28 20:00:00,Store_4,P033,Product_P023,Electronics,2,445.91,Wallet,C1332,144
T01414,2024-02-28 21:00:00,Store_5,P017,Product_P041,Electronics,2,266.32,Cash,C1760,44
T01415,2024-02-28 22:00:00,Store_1,P024,Product_P022,Stationery,2,1514.12,Wallet,C1676,31
T01416,2024-02-28 23:00:00,Store_3,P037,Product_P034,Clothing,4,1419.5,UPI,C1895,159
T01417,2024-02-29 00:00:00,Store_1,P002,Product_P015,Stationery,3,1631.78,Wallet,C1439,131
T01418,2024-02-29 01:00:00,Store_2,P032,Product_P010,Home,2,720.0,Wallet,C1605,12
T01419,2024-02-29 02:00:00,Store_4,P024,Product_P015,Clothing,3,1865.07,UPI,C1970,55
T01420,2024-02-29 03:00:00,Store_2,P009,Product_P042,Home,1,282.99,UPI,C1854,187
T01421,2024-02-29 04:00:00,Store_1,P004,Product_P029,Groceries,2,109.04,Card,C1123,17
T01422,2024-02-29 05:00:00,Store_1,P017,Product_P023,Clothing,1,636.1,Card,C1301,13
T01423,2024-02-29 06:00:00,Store_5,P017,Product_P017,Stationery,3,1604.78,UPI,C1667,24
T01424,2024-02-29 07:00:00,Store_3,P050,Product_P009,Stationery,4,1362.32,Wallet,C1348,53
T01425,2024-02-29 08:00:00,Store_3,P048,Product_P050,Clothing,3,900.61,UPI,C1248,176
T01426,2024-02-29 09:00:00,Store_2,P030,Product_P036,Stationery,2,549.69,Cash,C1947,129
T01427,2024-02-29 10:00:00,Store_4,P040,Product_P009,Clothing,2,165.58,Card,C1270,85
T01428,2024-02-29 11:00:00,Store_3,P011,Product_P016,Electronics,3,708.14,Cash,C1428,166
T01429,2024-02-29 12:00:00,Store_5,P021,Product_P036,Stationery,2,947.04,Wallet,C1569,199
T01430,2024-02-29 13:00:00,Store_2,P021,Product_P048,Clothing,2,1389.7,Cash,C1706,171
T01431,2024-02-29 14:00:00,Store_2,P018,Product_P033,Clothing,1,1309.65,UPI,C1712,163
T01432,2024-02-29 15:00:00,Store_5,P029,Product_P031,Stationery,4,1897.32,UPI,C1583,121
T01433,2024-02-29 16:00:00,Store_4,P024,Product_P006,Electronics,3,245.77,UPI,C1246,96
T01434,2024-02-29 17:00:00,Store_5,P010,Product_P010,Stationery,1,705.86,Cash,C1480,27
T01435,2024-02-29 18:00:00,Store_4,P045,Product_P016,Clothing,2,989.08,Cash,C1097,61
T01436,2024-02-29 19:00:00,Store_5,P017,Product_P004,Electronics,1,1357.86,Cash,C1328,63
T01437,2024-02-29 20:00:00,Store_5,P018,Product_P022,Home,4,1016.13,UPI,C1592,51
T01438,2024-02-29 21:00:00,Store_1,P042,Product_P013,Groceries,3,1829.88,UPI,C1424,102
T01439,2024-02-29 22:00:00,Store_2,P048,Product_P016,Stationery,4,1236.91,UPI,C1576,191
T01440,2024-02-29 23:00:00,Store_5,P020,Product_P029,Clothing,4,127.35,Cash,C1423,189
T01441,2024-03-01 00:00:00,Store_5,P037,Product_P006,Electronics,1,271.63,Cash,C1004,150
T01442,2024-03-01 01:00:00,Store_3,P045,Product_P026,Electronics,1,1519.32,Wallet,C1989,41
T01443,2024-03-01 02:00:00,Store_2,P018,Product_P011,Home,4,1445.79,Card,C1458,92
T01444,2024-03-01 03:00:00,Store_3,P017,Product_P024,Stationery,2,349.32,UPI,C1795,90
T01445,2024-03-01 04:00:00,Store_2,P009,Product_P029,Electronics,3,164.87,Cash,C1805,75
T01446,2024-03-01 05:00:00,Store_3,P014,Product_P003,Home,2,1178.5,Card,C1592,91
T01447,2024-03-01 06:00:00,Store_5,P049,Product_P010,Clothing,2,1289.69,Cash,C1497,195
T01448,2024-03-01 07:00:00,Store_5,P029,Product_P001,Home,3,313.83,Cash,C1086,176
T01449,2024-03-01 08:00:00,Store_1,P031,Product_P043,Stationery,1,973.56,UPI,C1401,164
T01450,2024-03-01 09:00:00,Store_3,P004,Product_P026,Home,2,646.37,Card,C1292,87
T01451,2024-03-01 10:00:00,Store_4,P018,Product_P012,Electronics,1,1866.05,Cash,C1922,63
T01452,2024-03-01 11:00:00,Store_1,P020,Product_P014,Electronics,3,477.44,Card,C1280,82
T01453,2024-03-01 12:00:00,Store_3,P047,Product_P025,Groceries,2,1479.86,Card,C1196,180
T01454,2024-03-01 13:00:00,Store_3,P043,Product_P008,Home,1,1060.36,UPI,C1763,189
T01455,2024-03-01 14:00:00,Store_1,P044,Product_P043,Clothing,1,72.47,Card,C1082,23
T01456,2024-03-01 15:00:00,Store_5,P009,Product_P004,Stationery,2,1058.15,Wallet,C1026,145
T01457,2024-03-01 16:00:00,Store_3,P013,Product_P028,Groceries,3,243.97,Wallet,C1844,44
T01458,2024-03-01 17:00:00,Store_5,P015,Product_P007,Home,4,1335.17,UPI,C1693,155
T01459,2024-03-01 18:00:00,Store_1,P027,Product_P010,Clothing,1,1152.77,UPI,C1134,192
T01460,2024-03-01 19:00:00,Store_5,P015,Product_P036,Groceries,3,70.33,Wallet,C1089,87
T01461,2024-03-01 20:00:00,Store_2,P028,Product_P002,Electronics,2,449.15,UPI,C1205,61
T01462,2024-03-01 21:00:00,Store_4,P037,Product_P026,Stationery,1,1563.64,Card,C1026,81
T01463,2024-03-01 22:00:00,Store_3,P019,Product_P050,Home,1,587.76,Cash,C1377,186
T01464,2024-03-01 23:00:00,Store_4,P026,Product_P014,Clothing,1,1023.6,UPI,C1570,145
T01465,2024-03-02 00:00:00,Store_5,P026,Product_P016,Electronics,3,658.4,Wallet,C1583,174
T01466,2024-03-02 01:00:00,Store_3,P025,Product_P043,Groceries,1,1846.98,Cash,C1414,75
T01467,2024-03-02 02:00:00,Store_5,P026,Product_P042,Stationery,1,1096.33,Card,C1226,90
T01468,2024-03-02 03:00:00,Store_2,P026,Product_P017,Groceries,2,1407.54,Cash,C1602,86
T01469,2024-03-02 04:00:00,Store_1,P046,Product_P046,Groceries,1,212.78,Wallet,C1067,127
T01470,2024-03-02 05:00:00,Store_3,P028,Product_P022,Clothing,3,128.66,Cash,C1361,178
T01471,2024-03-02 06:00:00,Store_2,P049,Product_P004,Electronics,2,555.49,Wallet,C1259,82
T01472,2024-03-02 07:00:00,Store_2,P018,Product_P019,Home,4,652.81,UPI,C1657,36
T01473,2024-03-02 08:00:00,Store_3,P032,Product_P002,Clothing,2,1390.98,UPI,C1062,157
T01474,2024-03-02 09:00:00,Store_5,P003,Product_P039,Stationery,1,1159.8,Wallet,C1854,47
T01475,2024-03-02 10:00:00,Store_2,P002,Product_P009,Groceries,4,780.43,UPI,C1991,149
T01476,2024-03-02 11:00:00,Store_4,P033,Product_P019,Stationery,2,1325.53,Card,C1971,179
T01477,2024-03-02 12:00:00,Store_2,P042,Product_P016,Clothing,1,368.95,Cash,C1691,95
T01478,2024-03-02 13:00:00,Store_5,P019,Product_P025,Clothing,2,173.8,Wallet,C1979,110
T01479,2024-03-02 14:00:00,Store_5,P017,Product_P048,Home,3,1716.28,Wallet,C1622,187
T01480,2024-03-02 15:00:00,Store_4,P044,Product_P018,Groceries,1,1149.69,Wallet,C1702,112
T01481,2024-03-02 16:00:00,Store_2,P033,Product_P023,Clothing,3,1315.74,Card,C1940,40
T01482,2024-03-02 17:00:00,Store_5,P012,Product_P021,Stationery,1,649.12,Card,C1907,190
T01483,2024-03-02 18:00:00,Store_3,P049,Product_P011,Home,3,775.31,Card,C1391,49
T01484,2024-03-02 19:00:00,Store_1,P003,Product_P039,Stationery,4,210.62,Wallet,C1245,82
T01485,2024-03-02 20:00:00,Store_1,P043,Product_P041,Groceries,3,1721.13,Card,C1277,176
T01486,2024-03-02 21:00:00,Store_1,P049,Product_P004,Home,2,1205.26,UPI,C1346,147
T01487,2024-03-02 22:00:00,Store_2,P026,Product_P025,Home,1,213.07,Cash,C1936,166
T01488,2024-03-02 23:00:00,Store_4,P035,Product_P032,Home,2,1618.83,UPI,C1371,177
T01489,2024-03-03 00:00:00,Store_5,P008,Product_P030,Electronics,3,916.02,UPI,C1808,167
T01490,2024-03-03 01:00:00,Store_3,P036,Product_P045,Home,1,1541.95,Card,C1848,139
T01491,2024-03-03 02:00:00,Store_3,P007,Product_P026,Stationery,3,74.61,Wallet,C1122,91
T01492,2024-03-03 03:00:00,Store_2,P046,Product_P036,Stationery,4,106.04,UPI,C1056,165
T01493,2024-03-03 04:00:00,Store_1,P046,Product_P034,Groceries,4,383.03,Cash,C1159,184
T01494,2024-03-03 05:00:00,Store_2,P036,Product_P009,Clothing,4,461.29,Card,C1126,41
T01495,2024-03-03 06:00:00,Store_4,P016,Product_P012,Clothing,3,1539.71,UPI,C1736,97
T01496,2024-03-03 07:00:00,Store_4,P024,Product_P002,Electronics,3,1428.05,Card,C1606,111
T01497,2024-03-03 08:00:00,Store_5,P001,Product_P038,Home,4,1251.37,Cash,C1310,98
T01498,2024-03-03 09:00:00,Store_5,P049,Product_P005,Electronics,3,1775.47,Card,C1517,98
T01499,2024-03-03 10:00:00,Store_4,P025,Product_P005,Groceries,2,531.94,Wallet,C1934,41
T01500,2024-03-03 11:00:00,Store_4,P010,Product_P022,Groceries,3,1813.59,UPI,C1264,164
T01501,2024-03-03 12:00:00,Store_4,P016,Product_P005,Clothing,2,1823.47,UPI,C1745,63
T01502,2024-03-03 13:00:00,Store_2,P016,Product_P004,Groceries,4,896.81,Wallet,C1287,105
